inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,19.6,20.660207020408162,4.2,5.781613990451429,0.2,0.09786483652137988
Medium Density,39.3,41.705571988405794,8.5,6.968666764965969,0.3,0.0
High Density,78.5,90.08836573909673,17.0,14.794066481072765,0.6,0.5840141020486284
