inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,19.6,19.845533363830203,4.2,4.266592675768588,0.2,0.1750306697360259
Medium Density,39.3,40.71183503161868,8.5,8.025405954996883,0.3,0.7107416015768369
High Density,78.5,86.65671740262727,17.0,18.017729979164226,0.6,0.718821508171314
