inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,19.6,19.373706292616088,4.2,3.6519323743842342,0.2,0.0
Medium Density,39.3,41.64497320036264,8.5,7.309643107438015,0.3,0.010664732406794084
High Density,78.5,90.08015277882758,17.0,16.319922561772852,0.6,0.18278517795033444
