inserts,ground_truth_volume_large,calculated_volume_large,ground_truth_volume_medium,calculated_volume_medium,ground_truth_volume_small,calculated_volume_small,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,98.2,101.72402363469574,21.2,22.469475217961914,0.8,0.143371242002164,19.6,20.34480472693915,4.2,4.493895043592383,0.2,0.0286742484004328
Medium Density,98.2,97.10021699543498,21.2,16.9322612495056,0.8,0.30735995269489774,39.3,38.84008679817399,8.5,6.772904499802241,0.3,0.1229439810779591
High Density,98.2,107.69569424849944,21.2,18.646405535638312,0.8,1.3628646715206365,78.5,86.15655539879955,17.0,14.91712442851065,0.6,1.0902917372165093
