inserts,ground_truth_volume_large,calculated_volume_large,ground_truth_volume_medium,calculated_volume_medium,ground_truth_volume_small,calculated_volume_small,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,98.2,96.86942096345753,21.2,22.934899526255773,0.8,0.5059783140351884,19.6,19.373884192691506,4.2,4.586979905251154,0.2,0.10119566280703769
Medium Density,98.2,94.93963517961214,21.2,16.15138834336555,0.8,0.0,39.3,37.97585407184486,8.5,6.460555337346221,0.3,0.0
High Density,98.2,105.71988458210285,21.2,18.254536423467584,0.8,0.7718033431918176,78.5,84.57590766568228,17.0,14.603629138774068,0.6,0.6174426745534541
