inserts,ground_truth_volume_large,calculated_volume_large,ground_truth_volume_medium,calculated_volume_medium,ground_truth_volume_small,calculated_volume_small,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,98.2,95.1381968792448,21.2,25.44858131820199,0.8,0.32876403201318405,19.6,19.02763937584896,4.2,5.0897162636403985,0.2,0.06575280640263681
Medium Density,98.2,87.50176326170661,21.2,18.222624259321723,0.8,0.984949567640476,39.3,35.00070530468265,8.5,7.28904970372869,0.3,0.39397982705619045
High Density,98.2,91.19571421355076,21.2,19.39840029885372,0.8,0.8545269845827419,78.5,72.9565713708406,17.0,15.518720239082976,0.6,0.6836215876661935
