inserts,ground_truth_volume_large,calculated_volume_large,ground_truth_volume_medium,calculated_volume_medium,ground_truth_volume_small,calculated_volume_small,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,98.2,112.58898838742253,21.2,25.027400667827703,0.8,0.0,19.6,22.51779767748451,4.2,5.005480133565541,0.2,0.0
Medium Density,98.2,102.13246628915725,21.2,21.088084200999955,0.8,1.2540756657476635,39.3,40.852986515662906,8.5,8.435233680399982,0.3,0.5016302662990654
High Density,98.2,106.76352562476208,21.2,22.194461861603433,0.8,1.0020531414473548,78.5,85.41082049980967,17.0,17.755569489282745,0.6,0.8016425131578839
