inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,19.6,20.01077086381082,4.2,3.823912896886357,0.2,0.42139428633909654
Medium Density,39.3,40.850338413213784,8.5,6.715907380240641,0.3,0.26397456427240734
High Density,78.5,86.86423081852524,17.0,14.710874653338212,0.6,0.14010569162058104
