inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,19.6,22.20785357428405,4.2,5.217659819229438,0.2,0.4816606031732231
Medium Density,39.3,43.780795140005914,8.5,8.743679203641882,0.3,0.9195031599688583
High Density,78.5,88.29047319616237,17.0,20.18656422774638,0.6,0.013012849602260054
