inserts,ground_truth_volume_large,calculated_volume_large,ground_truth_volume_medium,calculated_volume_medium,ground_truth_volume_small,calculated_volume_small,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,98.2,106.902564835726,21.2,26.564626906930204,0.8,0.11812380205804487,19.6,21.3805129671452,4.2,5.312925381386041,0.2,0.023624760411608978
Medium Density,98.2,105.42912816007144,21.2,21.268299982527733,0.8,0.4832564931722213,39.3,42.17165126402858,8.5,8.507319993011093,0.3,0.19330259726888854
High Density,98.2,107.0060088133411,21.2,21.813005322252835,0.8,0.18399570383519542,78.5,85.60480705067289,17.0,17.45040425780227,0.6,0.14719656306815634
