inserts,ground_truth_volume_large,calculated_volume_large,ground_truth_volume_medium,calculated_volume_medium,ground_truth_volume_small,calculated_volume_small,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,98.2,111.769728654526,21.2,26.485123517537243,0.8,0.5310448943999283,19.6,22.353945730905203,4.2,5.297024703507449,0.2,0.10620897887998566
Medium Density,98.2,102.49949498998922,21.2,17.45417811532588,0.8,0.0,39.3,40.99979799599569,8.5,6.981671246130353,0.3,0.0
High Density,98.2,110.89127336510442,21.2,19.156041243365095,0.8,0.8100609961381826,78.5,88.71301869208355,17.0,15.324832994692077,0.6,0.6480487969105462
