inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,19.6,17.260376709066914,4.2,3.7946532257890286,0.2,0.5127374187136403
Medium Density,39.3,43.88639277810659,8.5,7.718796209624731,0.3,0.17192014033429698
High Density,78.5,94.02833287579057,17.0,16.91193889370925,0.6,0.31857069401319893
