inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,19.6,19.12703544932888,4.2,3.314510498040023,0.2,0.0
Medium Density,39.3,41.86565897594806,8.5,9.208320009829515,0.3,0.4561381630982183
High Density,78.5,85.7227823363145,17.0,19.456449034866097,0.6,0.23178398658682636
