inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,19.6,21.193980895382822,4.2,5.080338748112698,0.2,0.3499231311454032
Medium Density,39.3,43.24201455447299,8.5,8.20696984279211,0.3,0.7361546970910893
High Density,78.5,87.77636335940959,17.0,19.9016230459455,0.6,0.0917413798657718
