inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,19.6,23.434661267920845,4.2,2.9859899333993436,0.2,0.5479760692831281
Medium Density,39.3,40.71744174088252,8.5,10.011813258305896,0.3,0.16936661760573907
High Density,78.5,86.1779104062468,17.0,18.42059413412531,0.6,1.4592769009051094
