vender,scan,inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM1,High Density,78.5,68.52724580726674,17.0,15.242722099492093,0.6,0.821635250069976
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM2,Low Density,19.6,14.645312767851536,4.2,2.021583727976017,0.2,0.268017051250506
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM2,Medium Density,39.3,33.78160196382779,8.5,7.792309807811137,0.3,0.5837126277996662
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM2,High Density,78.5,66.40115645221363,17.0,13.021936100506592,0.6,0.15211158650051182
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM3,Low Density,19.6,19.46476455261967,4.2,2.3592694389249718,0.2,0.036525176415166664
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM3,Medium Density,39.3,35.22231766625031,8.5,6.580838268686465,0.3,-0.10037466564830302
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM3,High Density,78.5,70.4810927071819,17.0,16.042108350242444,0.6,-0.11201027091312402
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM4,Low Density,19.6,17.644338585984976,4.2,3.1161352361912247,0.2,0.39015459141479214
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM4,Medium Density,39.3,34.975641131357335,8.5,6.571917780728256,0.3,-0.05345156331802578
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM4,High Density,78.5,69.66903189869208,17.0,15.508146759620216,0.6,-0.6771251337905279
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM5,Low Density,19.6,16.484445718161613,4.2,4.278454657148282,0.2,0.6200061672927588
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM5,Medium Density,39.3,33.41077412332997,8.5,7.077297639290393,0.3,-0.08943218660229746
Siemens_SOMATOM_Force,TEST2_CA_QRM_SM5,High Density,78.5,68.95136082948322,17.0,13.570416808704639,0.6,0.38289923608337884
