inserts,ground_truth_volume_large,calculated_volume_large,ground_truth_volume_medium,calculated_volume_medium,ground_truth_volume_small,calculated_volume_small,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,98.2,124.06802274372696,21.2,30.88484501164649,0.8,0.12186706284588343,19.6,24.813604548745392,4.2,6.176969002329298,0.2,0.02437341256917669
Medium Density,98.2,112.96660219577701,21.2,22.78795340684624,0.8,0.49835690067500377,39.3,45.18664087831081,8.5,9.115181362738495,0.3,0.19934276027000153
High Density,98.2,110.37979698455722,21.2,22.49831705643505,0.8,0.1898180133057423,78.5,88.30383758764577,17.0,17.99865364514804,0.6,0.15185441064459385
