inserts,ground_truth_volume_large,calculated_volume_large,ground_truth_volume_medium,calculated_volume_medium,ground_truth_volume_small,calculated_volume_small,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small
Low Density,98.2,131.52587846673606,21.2,22.64105214322629,0.8,0.4523155057989225,19.6,26.305175693347213,4.2,4.5282104286452585,0.2,0.09046310115978451
Medium Density,98.2,124.64012665657997,21.2,24.665556336683117,0.8,0.4941859918730672,39.3,49.856050662631986,8.5,9.866222534673248,0.3,0.1976743967492269
High Density,98.2,132.76843607454597,21.2,24.746479934308088,0.8,0.5437768572647999,78.5,106.21474885963679,17.0,19.79718394744647,0.6,0.4350214858118399
